NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name
3506872	AFUA_2G04390	cytomegalovirus gH-receptor family protein, putative	Aspergillus fumigatus Af293	
3506874	AFUA_2G05950	snRNP and snoRNP protein (Snu13), putative	Aspergillus fumigatus Af293	
3506875	AFUA_2G05960	pre-mRNA branch site protein p14, putative	Aspergillus fumigatus Af293	
3506876	AFUA_2G05970	PHD finger and JmjC domain protein, putative	Aspergillus fumigatus Af293	
3506880	AFUA_2G02570	F-box domain protein	Aspergillus fumigatus Af293	
3506881	AFUA_2G02580	HAD superfamily hydrolase, putative	Aspergillus fumigatus Af293	
3506882	AFUA_2G02590	aspartyl-tRNA synthetase Dps1, putative	Aspergillus fumigatus Af293	
3506884	AFUA_2G02610	SNARE complex subunit (Vam7), putative	Aspergillus fumigatus Af293	
3506885	AFUA_2G02620	Ku family DNA helicase, putative	Aspergillus fumigatus Af293	
3506886	AFUA_2G00530	DUF1275 domain protein	Aspergillus fumigatus Af293	
3506887	AFUA_2G00540	carboxyphosphonoenolpyruvate phosphonomutase, putative	Aspergillus fumigatus Af293	
3506890	AFUA_2G00570	GNAT family acetyltransferase, putative	Aspergillus fumigatus Af293	
3506892	AFUA_2G04940	KH domain RNA binding protein	Aspergillus fumigatus Af293	
3506894	AFUA_2G04960	RecQ family helicase MusN	Aspergillus fumigatus Af293	
3506895	AFUA_2G04970	Kelch repeats protein, putative	Aspergillus fumigatus Af293	
3506896	AFUA_2G04980	tyrosine decarboxylase, putative	Aspergillus fumigatus Af293	
3506898	AFUA_2G05000	proline iminopeptidase	Aspergillus fumigatus Af293	
3506900	AFUA_2G05900	SIR2 family histone deacetylase, putative	Aspergillus fumigatus Af293	
3506901	AFUA_2G05910	hexokinase Kxk, putative	Aspergillus fumigatus Af293	
3506903	AFUA_2G05930	small nucleolar ribonucleoprotein complex subunit, putative	Aspergillus fumigatus Af293	
3506905	AFUA_2G00590	glutathione S-transferase, putative	Aspergillus fumigatus Af293	
3506908	AFUA_2G00620	GDSL-like lipase/acylhydrolase domain protein	Aspergillus fumigatus Af293	
3506910	AFUA_2G00630	GDSL lipase/acylhydrolase family protein	Aspergillus fumigatus Af293	
3506911	AFUA_2G05360	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3506913	AFUA_2G05380	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3506914	AFUA_2G05390	Dishevelled, Egl-10, and Pleckstrin domain protein	Aspergillus fumigatus Af293	
3506915	AFUA_2G05400	sugar hydrolase, putative	Aspergillus fumigatus Af293	
3506916	AFUA_2G01060	Rho GTPase activator (Sac7), putative	Aspergillus fumigatus Af293	
3506917	AFUA_2G01070	GPI-anchor biosynthesis protein (Pig-F), putative	Aspergillus fumigatus Af293	
3506919	AFUA_2G01090	DNA helicase, putative	Aspergillus fumigatus Af293	
3506920	AFUA_2G01100	pirin domain protein, putative	Aspergillus fumigatus Af293	
3506923	AFUA_2G03310	nucleoporin Nsp1, putative	Aspergillus fumigatus Af293	
3506925	AFUA_2G03330	phytanoyl-CoA dioxygenase family protein	Aspergillus fumigatus Af293	
3506926	AFUA_2G03340	DUF652 domain protein	Aspergillus fumigatus Af293	
3506927	AFUA_2G03970	DUF52 domain protein	Aspergillus fumigatus Af293	
3506928	AFUA_2G03980	alpha-1,3-glucanase/mutanase, putative	Aspergillus fumigatus Af293	
3506930	AFUA_2G04000	peptidase (PNG1), putative	Aspergillus fumigatus Af293	
3506931	AFUA_2G04010	alpha,alpha-trehalose-phosphate synthase subunit, putative	Aspergillus fumigatus Af293	
3506932	AFUA_2G04020	alpha,alpha-trehalose phosphate synthase subunit, putative	Aspergillus fumigatus Af293	
3506933	AFUA_2G01640	tryptophanyl-tRNA synthetase	Aspergillus fumigatus Af293	
3506935	AFUA_2G01660	mitochondrial outer membrane translocase receptor (TOM70), putative	Aspergillus fumigatus Af293	
3506936	AFUA_2G01670	FHA domain protein	Aspergillus fumigatus Af293	
3506937	AFUA_2G01680	monooxygenase, putative	Aspergillus fumigatus Af293	
3506939	AFUA_2G01880	low molecular weight phosphotyrosine protein phosphatase, putative	Aspergillus fumigatus Af293	
3506940	AFUA_2G01890	ubiquinone biosynthesis protein Coq7, putative	Aspergillus fumigatus Af293	
3506943	AFUA_2G01920	glutaminyl-tRNA synthetase	Aspergillus fumigatus Af293	
3506945	AFUA_2G03350	MIZ zinc finger domain protein	Aspergillus fumigatus Af293	
3506946	AFUA_2G03360	polarized growth protein (Boi2), putative	Aspergillus fumigatus Af293	
3506948	AFUA_2G03380	alkaline serine protease	Aspergillus fumigatus Af293	
3506949	AFUA_2G03390	histone deacetylase RpdA/Rpd3	Aspergillus fumigatus Af293	
3506950	AFUA_2G03400	proteasome regulatory particle subunit (RpnK), putative	Aspergillus fumigatus Af293	
3506954	AFUA_2G06000	NAD+ dependent glutamate dehydrogenase, putative	Aspergillus fumigatus Af293	
3506955	AFUA_2G06010	alkaline lipase, putative	Aspergillus fumigatus Af293	
3506956	AFUA_2G06020	mitochondrial respiratory complex I chaperone (Cia84), putative	Aspergillus fumigatus Af293	
3506957	AFUA_2G06030	37S ribosomal protein S18, putative	Aspergillus fumigatus Af293	
3506958	AFUA_2G06040	actin cortical patch component, putative	Aspergillus fumigatus Af293	
3506959	AFUA_2G00150	catecholamine-O-methyltransferase, putative	Aspergillus fumigatus Af293	
3506961	AFUA_2G00170	glutathione-dependent formaldehyde dehydrogenase	Aspergillus fumigatus Af293	
3506962	AFUA_2G00180	neutral amino acid permease	Aspergillus fumigatus Af293	
3506964	AFUA_2G00200	catalase, putative	Aspergillus fumigatus Af293	
3506965	AFUA_2G01120	DNA repair protein Ntg1, putative	Aspergillus fumigatus Af293	
3506966	AFUA_2G01130	ubiquitin conjugating enzyme (UbcJ), putative	Aspergillus fumigatus Af293	
3506967	AFUA_2G01140	GPI anchored cell wall protein (Dan4), putative	Aspergillus fumigatus Af293	
3506969	AFUA_2G01160	C-4 methylsterol oxidase, putative	Aspergillus fumigatus Af293	
3506971	AFUA_2G01180	cellobiose dehydrogenase, putative	Aspergillus fumigatus Af293	
3506972	AFUA_2G01190	Cu-dependent DNA-binding protein, putative	Aspergillus fumigatus Af293	
3506974	AFUA_2G02950	aldehyde reductase, putative	Aspergillus fumigatus Af293	
3506976	AFUA_2G02960	translation factor pelota, putative	Aspergillus fumigatus Af293	
3506978	AFUA_2G02980	protein-ER retention receptor, putative	Aspergillus fumigatus Af293	
3506979	AFUA_2G01200	actin polymerization protein Bzz1, putative	Aspergillus fumigatus Af293	
3506980	AFUA_2G01210	ATP dependent RNA helicase (Dbp5), putative	Aspergillus fumigatus Af293	
3506981	AFUA_2G01220	GTP cyclohydrolase II, putative	Aspergillus fumigatus Af293	
3506982	AFUA_2G01230	dihydrodipicolinate synthetase family protein	Aspergillus fumigatus Af293	
3506983	AFUA_2G01240	beta-fructofuranosidase, putative	Aspergillus fumigatus Af293	
3506984	AFUA_2G01250	serine peptidase, putative	Aspergillus fumigatus Af293	
3506986	AFUA_2G01950	monooxygenase, putative	Aspergillus fumigatus Af293	
3506987	AFUA_2G01960	UbiA prenyltransferase family protein	Aspergillus fumigatus Af293	
3506989	AFUA_2G01980	nuclear protein (Sgd1), putative	Aspergillus fumigatus Af293	
3506990	AFUA_2G01990	signal recognition particle 14kD protein, putative	Aspergillus fumigatus Af293	
3506992	AFUA_2G00640	beta-N-hexosaminidase, putative	Aspergillus fumigatus Af293	
3506993	AFUA_2G00650	arabinosidase, putative	Aspergillus fumigatus Af293	
3506996	AFUA_2G00670	protein kinase, putative	Aspergillus fumigatus Af293	
3506997	AFUA_2G00680	glycosyl hydrolase, putative	Aspergillus fumigatus Af293	
3506998	AFUA_2G02860	F-box domain protein	Aspergillus fumigatus Af293	
3506999	AFUA_2G02870	nuclear protein involved in pre-rRNA processing, putative	Aspergillus fumigatus Af293	
3507001	AFUA_2G02890	tRNA splicing 2' phosphotransferase 1	Aspergillus fumigatus Af293	
3507003	AFUA_2G02910	catechol dioxygenase, putative	Aspergillus fumigatus Af293	
3507004	AFUA_2G02920	alpha/beta hydrolase, putative	Aspergillus fumigatus Af293	
3507007	AFUA_2G04110	ENTH domain protein	Aspergillus fumigatus Af293	
3507009	AFUA_2G04130	40S ribosomal protein S11	Aspergillus fumigatus Af293	
3507010	AFUA_2G04140	chromosome segregation protein Spc105, putative	Aspergillus fumigatus Af293	
3507011	AFUA_2G03050	forkhead domain protein	Aspergillus fumigatus Af293	
3507012	AFUA_2G03060	cactin, putative	Aspergillus fumigatus Af293	
3507014	AFUA_2G03080	WD repeat protein	Aspergillus fumigatus Af293	
3507015	AFUA_2G03090	vacuolar ABC heavy metal transporter (Hmt1), putative	Aspergillus fumigatus Af293	
3507016	AFUA_2G04030	chromatin assembly factor 1 subunit B, putative	Aspergillus fumigatus Af293	
3507019	AFUA_2G04060	NADH:flavin oxidoreductase/NADH oxidase family protein	Aspergillus fumigatus Af293	
3507020	AFUA_2G04070	MFS transporter, putative	Aspergillus fumigatus Af293	
3507021	AFUA_2G04080	GPR/FUN34 family protein	Aspergillus fumigatus Af293	
3507022	AFUA_2G02990	MYB DNA-binding domain protein	Aspergillus fumigatus Af293	
3507023	AFUA_2G03000	nucleoside transporter, putative	Aspergillus fumigatus Af293	
3507024	AFUA_2G03010	cytochrome c subunit Vb, putative	Aspergillus fumigatus Af293	
3507025	AFUA_2G03020	MYB DNA-binding domain protein	Aspergillus fumigatus Af293	
3507026	AFUA_2G03030	pre-mRNA splicing factor (Prp8), putative	Aspergillus fumigatus Af293	
3507027	AFUA_2G03040	ribosomal protein L34 protein, putative	Aspergillus fumigatus Af293	
3507028	AFUA_2G01260	HLH transcription factor, putative	Aspergillus fumigatus Af293	
3507029	AFUA_2G01270	ferric-chelate reductase, putative	Aspergillus fumigatus Af293	
3507030	AFUA_2G01280	D-mandelate dehydrogenase, putative	Aspergillus fumigatus Af293	
3507031	AFUA_2G01290	polyketide synthase, putative	Aspergillus fumigatus Af293	
3507033	AFUA_2G05020	cellular morphogenesis regulator DopA	Aspergillus fumigatus Af293	
3507034	AFUA_2G05030	HIT finger domain protein, putative	Aspergillus fumigatus Af293	
3507035	AFUA_2G05040	glycerol:H+ symporter (Gup1), putative	Aspergillus fumigatus Af293	
3507037	AFUA_2G01580	FAD monooxygenase, putative	Aspergillus fumigatus Af293	
3507038	AFUA_2G01590	non-classical export protein Nce102, putative	Aspergillus fumigatus Af293	
3507039	AFUA_2G01600	sphingomyelin phosphodiesterase, putative	Aspergillus fumigatus Af293	
3507042	AFUA_2G01630	MSF1 domain protein	Aspergillus fumigatus Af293	
3507044	AFUA_2G01310	EF-hand calcium-binding domain protein, putative	Aspergillus fumigatus Af293	
3507045	AFUA_2G01320	potassium/sodium P-type ATPase, putative	Aspergillus fumigatus Af293	
3507046	AFUA_2G01330	exosome complex subunit Rrp46, putative	Aspergillus fumigatus Af293	
3507048	AFUA_2G01350	NAD+ kinase Utr1, putative	Aspergillus fumigatus Af293	
3507049	AFUA_2G01360	GAF domain nucleotide-binding protein	Aspergillus fumigatus Af293	
3507050	AFUA_2G03420	mitochondrial translocase complex component (Tim50), putative	Aspergillus fumigatus Af293	
3507051	AFUA_2G03430	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3507052	AFUA_2G03440	F-box domain protein	Aspergillus fumigatus Af293	
3507054	AFUA_2G03460	C6 transcription factor (Leu3), putative	Aspergillus fumigatus Af293	
3507055	AFUA_2G01500	ABC bile acid transporter, putative	Aspergillus fumigatus Af293	
3507056	AFUA_2G01510	integral peroxisomal membrane peroxin, putative	Aspergillus fumigatus Af293	
3507057	AFUA_2G01520	protein kinase, putative	Aspergillus fumigatus Af293	
3507058	AFUA_2G01530	COPII-coated vesicle protein (Erv41), putative	Aspergillus fumigatus Af293	
3507060	AFUA_2G01550	mitogen-activated protein kinase MAF1	Aspergillus fumigatus Af293	
3507061	AFUA_2G01570	AP-1 adaptor complex subunit sigma, putative	Aspergillus fumigatus Af293	
3507062	AFUA_2G05840	MFS multidrug transporter, putative	Aspergillus fumigatus Af293	
3507063	AFUA_2G05850	double-strand-break repair protein rad21	Aspergillus fumigatus Af293	
3507064	AFUA_2G05860	calcium/mangenease P-type ATPase, putative	Aspergillus fumigatus Af293	
3507067	AFUA_2G05880	ammonium transporter MeaA	Aspergillus fumigatus Af293	
3507068	AFUA_2G05780	mRNA capping enzyme alpha subunit, putative	Aspergillus fumigatus Af293	
3507069	AFUA_2G05790	oligosaccharyl transferase subunit (alpha), putative	Aspergillus fumigatus Af293	
3507070	AFUA_2G05800	IdgA domain protein	Aspergillus fumigatus Af293	
3507071	AFUA_2G05810	dienelactone hydrolase	Aspergillus fumigatus Af293	
3507072	AFUA_2G05820	Riboflavin kinase, putative	Aspergillus fumigatus Af293	
3507073	AFUA_2G05830	C6 finger domain protein, putative	Aspergillus fumigatus Af293	
3507075	AFUA_2G05250	transcription factor RfeD, putative	Aspergillus fumigatus Af293	
3507076	AFUA_2G05260	salicylate hydroxylase, putative	Aspergillus fumigatus Af293	
3507078	AFUA_2G05280	F-box domain protein	Aspergillus fumigatus Af293	
3507079	AFUA_2G05290	isoflavone reductase family protein	Aspergillus fumigatus Af293	
3507081	AFUA_2G01370	GABA permease, putative	Aspergillus fumigatus Af293	
3507082	AFUA_2G01380	GNAT family N-acetyltransferase, putative	Aspergillus fumigatus Af293	
3507083	AFUA_2G01390	S-adenosylmethionine-dependent methyltransferase, putative	Aspergillus fumigatus Af293	
3507084	AFUA_2G01400	short chain dehydrogenase/oxidoreductase, putative	Aspergillus fumigatus Af293	
3507085	AFUA_2G01410	aldo-keto reductase, putative	Aspergillus fumigatus Af293	
3507088	AFUA_2G02310	actin cortical patch protein Sur7, putative	Aspergillus fumigatus Af293	
3507089	AFUA_2G02320	Hsp70 chaperone (BiP), putative	Aspergillus fumigatus Af293	
3507091	AFUA_2G02340	exosome complex exonuclease Rrp40, putative	Aspergillus fumigatus Af293	
3507092	AFUA_2G02350	MYB DNA-binding domain protein	Aspergillus fumigatus Af293	
3507093	AFUA_2G02360	UDP-glucose:glycoprotein glucosyltransferase, putative	Aspergillus fumigatus Af293	
3507095	AFUA_2G00690	glucan 1,4-alpha-glucosidase, putative	Aspergillus fumigatus Af293	
3507097	AFUA_2G00710	alpha-amylase, putative	Aspergillus fumigatus Af293	
3507098	AFUA_2G00720	aldehyde dehydrogenase, putative	Aspergillus fumigatus Af293	
3507099	AFUA_2G00730	FAD binding domain protein	Aspergillus fumigatus Af293	
3507104	AFUA_2G05090	ACN9 family domain containing protein, putative	Aspergillus fumigatus Af293	
3507106	AFUA_2G05110	small nuclear ribonucleoprotein SmD1, putative	Aspergillus fumigatus Af293	
3507108	AFUA_2G02010	transmembrane protein UsgS	Aspergillus fumigatus Af293	
3507109	AFUA_2G02020	formamidase FmdS	Aspergillus fumigatus Af293	
3507110	AFUA_2G02030	fructosyl amine:oxygen oxidoreductase	Aspergillus fumigatus Af293	
3507111	AFUA_2G02040	MFS transporter, putative	Aspergillus fumigatus Af293	
3507112	AFUA_2G02050	peptidyl-prolyl cis-trans isomerase Cpr7, putative	Aspergillus fumigatus Af293	
3507113	AFUA_2G02060	aminoacyl-tRNA hydrolase, putative	Aspergillus fumigatus Af293	
3507118	AFUA_2G02420	cytoplasm to vacuole targeting Vps64, putative	Aspergillus fumigatus Af293	
3507119	AFUA_2G02430	mitochondrial genome maintenance protein Mgr2, putative	Aspergillus fumigatus Af293	
3507122	AFUA_2G04220	homogentisate 1,2-dioxygenase (HmgA), putative	Aspergillus fumigatus Af293	
3507123	AFUA_2G04230	fumarylacetoacetate hydrolase FahA	Aspergillus fumigatus Af293	
3507124	AFUA_2G04240	maleylacetoacetate isomerase MaiA	Aspergillus fumigatus Af293	
3507127	AFUA_2G04270	mitochondrial inner membrane translocase subunit (TIM17), putative	Aspergillus fumigatus Af293	
3507129	AFUA_2G05420	pre-rRNA processing protein Esf1, putative	Aspergillus fumigatus Af293	
3507130	AFUA_2G05430	uridine kinase, putative	Aspergillus fumigatus Af293	
3507132	AFUA_2G05450	NADH-ubiquinone oxidoreductase 64 kDa subunit, putative	Aspergillus fumigatus Af293	
3507133	AFUA_2G05470	sister chromatid cohesion protein Mis4, putative	Aspergillus fumigatus Af293	
3507134	AFUA_2G02120	phosphoglucomutase, putative	Aspergillus fumigatus Af293	
3507135	AFUA_2G02130	fatty acid desaturase, putative	Aspergillus fumigatus Af293	
3507136	AFUA_2G02140	CUE domain protein, putative	Aspergillus fumigatus Af293	
3507137	AFUA_2G02150	40S ribosomal protein S10a	Aspergillus fumigatus Af293	
3507139	AFUA_2G02170	nuclear condensin complex subunit Smc4, putative	Aspergillus fumigatus Af293	
3507140	AFUA_2G04150	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3507145	AFUA_2G04200	4-hydroxyphenylpyruvate dioxygenase, putative	Aspergillus fumigatus Af293	
3507150	AFUA_2G03520	MFS monocarboxylate transporter, putative	Aspergillus fumigatus Af293	
3507151	AFUA_2G03540	extracellular threonine rich protein, putative	Aspergillus fumigatus Af293	
3507152	AFUA_2G03560	two-component osmosensing histidine kinase (Bos1), putative	Aspergillus fumigatus Af293	
3507158	AFUA_2G02220	UDP-glucose:sterol glycosyltransferase	Aspergillus fumigatus Af293	
3507159	AFUA_2G02230	prefoldin subunit 3, putative	Aspergillus fumigatus Af293	
3507162	AFUA_2G03490	calcium/calmodulin-dependent protein kinase, putative	Aspergillus fumigatus Af293	
3507163	AFUA_2G03500	sugar transporter, putative	Aspergillus fumigatus Af293	
3507164	AFUA_2G03510	pheromone processing carboxypeptidase (Sxa2), putative	Aspergillus fumigatus Af293	
3507165	AFUA_2G05730	siderochrome-iron transporter MirC	Aspergillus fumigatus Af293	
3507166	AFUA_2G05740	Rho GTPase ModA, putative	Aspergillus fumigatus Af293	
3507167	AFUA_2G05750	agmatinase, putative	Aspergillus fumigatus Af293	
3507168	AFUA_2G05760	beta-ketoacyl synthase (Cem1), putative	Aspergillus fumigatus Af293	
3507169	AFUA_2G05770	SAGA complex component (Sgf73), putative	Aspergillus fumigatus Af293	
3507170	AFUA_2G02070	CCR4-NOT transcription complex, subunit 3	Aspergillus fumigatus Af293	
3507171	AFUA_2G02080	C2H2 finger domain protein, putative	Aspergillus fumigatus Af293	
3507172	AFUA_2G02090	methylated-DNA-protein-cysteine methyltransferase	Aspergillus fumigatus Af293	
3507173	AFUA_2G02100	dihydrolipoamide dehydrogenase	Aspergillus fumigatus Af293	
3507174	AFUA_2G02110	MFS monosaccharide transporter, putative	Aspergillus fumigatus Af293	
3507176	AFUA_2G02250	allantoinase Dal1, putative	Aspergillus fumigatus Af293	
3507178	AFUA_2G02270	40S ribosomal protein S14, putative	Aspergillus fumigatus Af293	
3507179	AFUA_2G02280	mitotic spindle biogenesis protein Spc19, putative	Aspergillus fumigatus Af293	
3507180	AFUA_2G02290	37S ribosomal protein Rsm22	Aspergillus fumigatus Af293	
3507182	AFUA_2G05140	ankyrin repeat protein	Aspergillus fumigatus Af293	
3507183	AFUA_2G05150	cell wall galactomannoprotein Mp2/allergen F17-like	Aspergillus fumigatus Af293	
3507186	AFUA_2G00410	amidase family protein	Aspergillus fumigatus Af293	
3507188	AFUA_2G00420	RTA1 domain protein	Aspergillus fumigatus Af293	
3507189	AFUA_2G00430	exo-beta-1,3-glucanase, putative	Aspergillus fumigatus Af293	
3507191	AFUA_2G00450	hexokinase, putative	Aspergillus fumigatus Af293	
3507192	AFUA_2G00460	short-chain dehydrogenase/reductase family protein, putative	Aspergillus fumigatus Af293	
